,tweet,still_exists,in_english,sarcasm,additional_comments,antisemitism_rating,disagree_with,sentiment_rating,calling_out,is_about_the_holocaust,ihra_section
996,"“Who delivered up Jesus to die? Not Judas, for money; not Pilate for fear; not the Jews, for envy; but the father, for love!” Octavius Winslow, No Condemnation in Christ Jesus",True,True,False,No comments.,5,False,1,True,False,0
997,"""There has been recent violence against Jews.""

""Also, the Jews deserve it.""

Super woke, NBC.",True,True,False,No comments.,2,False,3,False,False,13
998,"Massie: bailouts should go to the people, not the big banks.

Jews:

https://t.co/ur50EzTidc",True,True,False,No comments.,5,False,2,True,False,2
999,"75 years after the liberation of Auschwitz, we remember the 6 million Jews murdered by the Nazis and all Nazi victims, including Roma, gay and disabled people. On this special #HolocaustMemorialDay we recommit to fight hatred and prejudice everywhere. #Auschwitz75 #StandTogether",True,True,False,No comments.,1,False,4,False,True,13
1000,"art school : “Gambar lu jelek tai minggir lu” 

Hitler : “aight mate imma be out there making wars and killing jews then” https://t.co/ytkUHTnAr6",True,True,False,No comments.,1,False,3,False,False,13
1001,"Warning. Every land that rid if its Jews w/persecution, secularization/conversion, threats, exile, genocide destroyed itself. Because as we know the toxin was never us - but those blaming us for society's failures. The toxin was these failures- &amp; antisemitism their manifestation.",True,True,False,No comments.,1,False,4,False,False,13
1002,These jews are leaking change,True,True,False,unclear.,2,False,2,False,False,13
1003,"The rise in violence and hate targeting Asian Americans, Jews and immigrant communities in the midst of the #COVID19 pandemic is unacceptable.
We joined 130+ groups in urging officials at all levels to confront the hate and bigotry that stands to divide us. ⬇️ https://t.co/fG90nVy5D6",True,True,False,No comments.,1,False,4,False,False,13
1004,"Peacefuls are extremely angry that infidel atheists, Jews and Christians haven't come up with Covid-19 vaccine yet.",True,True,False,No comments.,1,False,4,False,False,13
1005,"@TravisAllen02 @RepThomasMassie Lock who up, the Jews or the Christians?",True,True,False,No comment,2,False,3,False,False,13
1006,"We are proud to be the first Jewish organization to endorse @BernieSanders for President.

As a movement of young Jews fighting for freedom and dignity for all, we know that this fight is not over. #NotMeUs #JewsForBernie https://t.co/x9xDza6lUx",True,True,False,No comments.,1,False,4,False,False,13
1007,Absolutely disgusting!!! Just to put in perspective Orthodox Jews are most cleanest when it comes to food and other hygiene they wash before they eat all year long its forbidden to eat bats and live animals. This is anti-semitic and there should be some consequences.,True,True,False,No comments.,1,False,4,False,False,13
1008,@degsyroberts @steve_kneale According to this we have a different t God to the Jews which is odd as one the the incarnation of God's was a new,True,True,False,No comments.,4,False,2,False,False,0
1009,"Also, he asked about American Jews being gunned down and Don Jr’s first response was to say ‘I don’t think anyone has done more for Israel...’ which tells you everything you need to know.",True,True,False,No comments.,2,False,3,False,False,13
1010,‘The Mexicans are the new Jews’ — Music legend Linda Ronstadt isn’t afraid of comparing Trump to Hitler https://t.co/qHtB2Kl3Wf,True,True,False,instrumentalisation,4,True,2,False,False,13
1011,"Nazis called Jews “vermin”, Hutus called Tutsis “cockroaches”, Catalonia’s president Torra called Spaniards “hyenas”, Trump calls asylum-seekers “animals”
Dehumanizing people is the first step to take away their rights, even their lives
https://t.co/W8J9KtwJ61",True,True,False,No comments.,1,False,3,False,False,13
1012,"This Holocaust Remembrance Day, as we remember the millions of Jews who lost their lives at the hands of the Nazi regime, we recommit to ensuring such atrocities never again occur. With anti-Semitism on the rise, all of us must root out intolerance and give hate no safe harbor.",True,True,False,No comments.,1,False,4,False,False,13
1013,@bintyafawiyeh @SamSlamDunkIAm No? You didn't call Jews -refugees from Yemen or Europe-colonizers of Palestine? These Jews? https://t.co/htryxupkzp,True,True,False,No comments.,1,False,4,False,False,13
1014,I found one goy! Wait a minute: 11/12 banksters/financiers/(((philanthropists))) depicted are Jews? That ratio is too low! Antisemitism!! This is another Shoah!!,True,True,False,No comments.,1,False,4,False,False,13
1015,"""Deportations of Hungarian Jews to Auschwitz""

The lesson about the extermination of the Hungarian Jews in Auschwitz, but also about the history of the Jews in this country before the Second World War &amp; during the period before the deportations. 

https://t.co/ZBX9GkLEPX",True,True,False,No comments.,1,False,4,False,True,13
1016,"'Jewish Community' The Haredi Jews in the UK refuse to affiliate with BoD. 

It is predicted that by 2030, Haredi Jews will account for 50% plus of Jews living in the UK.

Which 'Jewish Community' do Bod speak for?

(Institute for Jewish Policy Research 2015) https://t.co/X6CYc4LJeL",True,True,False,No comments.,1,False,4,False,False,13
1017,@AJCGlobal When are Jews going to acknowledge the 20 million others the Nazi’s murdered including over 15 thousand Black people rather than just the 6 million Jews we endlessly hear about.,True,True,False,problematical comment,4,False,2,False,True,4
1018,"Why is she here? She hates Christians, Jews and non-hispanic/non-middle eastern whites. She decries everything this country is built is &amp; stands for. She is a foul mouthed, disgusting socialist creep. She needs to take her seditious backside &amp; get out! 
 https://t.co/OzoKYnBwEt",True,True,False,problematical comment,2,False,3,False,False,13
1019,"60% of Americans 18-34 yr old never heard of Dachau and do not know that National #Socialists murdered 6 million Jews!

The “antisemite of the year” @IlhanMN @Ilhan &amp; pals @RashidaTlaib @AyannaPressley   &amp; @RepAOC have the obligation to teach the youth, as does @SpeakerPelosi https://t.co/Qk8JBqrXUR",True,True,False,No comments.,1,False,4,False,True,13
1020,"75 years after the liberation of Auschwitz, today we remember the 6 million Jews murdered by the Nazis and all Nazi victims, including Roma, gay and disabled people. On this special #HolocaustMemorialDay we must recommit to fight hatred and prejudice everywhere. #StandTogether",True,True,False,No comments.,1,False,4,False,False,13
1021,"On International Holocaust Remembrance Day, we mourn the lives of 6 million Jews who were systematically murdered.

Today and every day, we must redouble our efforts to confront anti-Semitism and all forms of religious discrimination and say #NeverAgain.",True,True,False,problematical comments,2,False,3,False,True,13
1022,"@MashJoy1 among Jews there is antisemitism, #goyhatred racism, facism as well.

https://t.co/9652PT9wB0",True,True,False,No comments.,5,False,2,False,True,3
1023,Love how the Jews are exempt from this treatment even though they’re congregating in larger groups 🥰,True,True,False,problematical comment,4,False,2,False,False,13
1024,@NotTeenageMary are we just going to absolve jews of all responsibility then,True,True,True,see the other tweets under her account,4,False,2,True,False,3
1025,"@DavidSamuelMay @SeanDurns @Istanbultelaviv Odeh, an Arab rep in the Jewish state,

is calling in the Knesset

for Jews to be banned from the 
#Temple #Mount

the holiest Jewish site in the world

Located in the Jewish state

An Arab is telling Jews not to pray in their Temple in their own state?",True,True,False,No comments.,1,False,4,False,False,13
1026,"Like many Jews, I am temped to endlessly discuss the extent to which Taika Waititi's Jewishness informed Jojo Rabbit, but I don't want to take away from the fact that he is also a Māori from New Zealand and that people with this heritage also know a thing or two about genocide.",True,True,False,No comments.,2,False,4,False,False,13
1027,"In front of the White House:

Jews reject and strongly condemn the embarrassment agreement launched at the expense of the Palestinian people's rights.

#No4DealOfCentury 🚫🇵🇸
#DealOfTheCenturyDisaster #Palestine
#NoToTrumpPlan
#FreePalestine #Jerusalem https://t.co/Jy3dSifMba",True,True,False,No comments.,5,False,2,True,False,9
1028,"@descripticon Communism is described by religious Jews as ""secular Jewish messianism""...they got tired waiting for moshiach (Messiah)&amp;decided to take over the world for themselves.why dyu think the world's biggest bankers were behind communism?",True,True,False,No comments.,5,False,1,True,False,2
1029,The Germans deported 728 Poles (incl. over a dozen of Polish Jews) from Tarnów to #Auschwitz on 14 June 1940. This date is the beginning of the operation of this concentration camp. The history of this transport in our @googlearts exhibition: https://t.co/D32nKBWXkI https://t.co/eYxgYQjsd7,True,True,False,No comments.,1,False,4,False,True,13
1030,"Replace the term ""white men"" with the term ""jews"" and guess what you sound like?",True,True,False,No comments.,5,False,2,True,False,0
1031,"@OpinionsMiOwn @MM1951284 Seems that Jews who receive Holy Spirit would no longer practice Judaism thus not be a Jew anymore in reality,
even if Jews still consider someone being a Jew after no longer following Judaism in order to create a false perception to deceive that they're of lineage of Israelites!",True,True,False,No comments.,4,False,2,True,False,1
1032,Over two days all Jews in this village were slaughtered. This baby was spared by a Nazi soldier https://t.co/K1YyTPEMo1,True,True,False,No comments.,1,False,4,False,True,13
1033,"Ver ""Jews &amp; Arabs worship together in Nazareth, Israel...Rare video Clip(Subtitles @ CC)"" en YouTube https://t.co/C0AMynMTcd",True,True,False,No comments.,1,False,4,False,False,13
1034,@tedcruz @eric_iq Democrats hate Jews nearly as much as they hate blacks.  I don’t know when these groups will learn.,True,True,False,No comments.,2,False,3,False,False,13
1035,"Today we remember the 6 million Jews and others killed by the Nazis, together with all other victims of genocide and oppression past and present.
With prejudice, racism and hatred of the other on the rise again, it's never been more vital that #WeRemember.
#HolocaustMemorialDay",True,True,False,No comments.,1,False,4,False,False,13
1036,"It’s not enough to memorialize the Holocaust.

We barely acknowledge:

🔯 cultural &amp; physical violence against Soviet Jews

🔯 ethnic cleansing of Mizrahi Jews

🔯 state persecution of Kaifeng Jews

🔯 institutional antisemitism in France &amp; UK

the war on Jews didn’t end in 1945.",True,True,False,No comments.,1,False,4,False,True,13
1037,"One old man, as he passed me, hissed: 'Germany will pay a heavy penance for this mass murder of the Jews.' His eyes glowed with hatred as he said this. Nevertheless he walked calmly into the gas-chamber.
Rudolf Hoss https://t.co/mwuwFsOEjH",True,True,False,problematically,2,False,2,False,True,13
1038,@Angel5Christine @DwitterWitz Just like the Jews in NAZI Germany!,True,True,False,problemtical comparison,4,True,2,False,True,13
1039,"""While being beaten up on the streets of New York for a year, Orthodox Jews couldn’t get anyone to pay attention to them. Now that they can be cast as villains rather than victims, the media can’t seem to get enough of them."" My latest:

https://t.co/bq4b4sNwhI",True,True,False,No comments.,4,False,2,False,False,2
1040,"EXPOSED: 

Bernie Sanders, Tlaib &amp; Omar embrace radical Imam who spreads:

- Hatred towards Jews
- Demands a perpetual state of war with Israel
- Claimed ""ISIS is a production of Israel"" 

Red/Green Axis: Communists &amp; Islamic Supremacists unite to destroy Western Civilization! https://t.co/IgQ2nJnaeR",True,True,False,the other tweets,4,False,2,False,False,2
1041,@AliDawow It was pretty obvious the moment he admitted to being a zionazi,True,True,False,T- Robinson is a radical hostile toward muslim,5,False,2,True,False,3
1042,\I had my face photoshopped into a gas chamber.\ \n\n\My favourite insult was Zionazi Netanyahu wh**re c***t shill.\\n\nJewish women get the most shocking abuse when speaking up against antisemitism.\n\nThis must stop. #EnoughIsEnough https://t.co/dyavss2SLo,True,True,False,No comments.,1,False,3,False,True,13
1043,"@codepink Since Zionazi #terrorUSt$ ideologues of #USrael have yet to get the U.S. beyond economic war sanctions on Iran and on to terrorUSt$' full-scale warfare on Iran, the tactic now has to be getting Zionazi proxy Saudi Arabia to war on Iran.",True,True,False,No comments.,1,False,1,True,False,3
1044,"🔴📽️Israel continúa cometiendo crímenes contra los palestino y la humanidad.\nLa policía israelí zionazi asesinó brutalmente a una mujer #palestina.\n\n🔴 No es un conflicto, es un GENOCIDIO.Todo el mundo debe saber que Israel no representa a los judíos. RT🔃\nhttps://t.co/vo2mgUR6jO",True,False,False,No comments.,5,False,1,True,False,3
1045,"🔴📽️Israel continúa cometiendo crímenes contra los palestino y la humanidad.\nLa policía israelí zionazi asesinó brutalmente a una mujer #palestina.\n\n🔴 No es un conflicto, es un GENOCIDIO.Todo el mundo debe saber que Israel no representa a los judíos. RT🔃\nhttps://t.co/3jFBSeoCCn",True,False,False,No comments.,5,False,1,True,False,3
1046,ZioNazi’s need guns to prop up their misanthropic ideology. https://t.co/xlN4hdj8t0,True,True,False,No comments.,5,False,1,True,False,3
1047,"@_samisaviv @TynesideCelt @GnasherJew @heathmints @jeremycorbyn @CST_UK ""Zionazis""? How could any one even THINK such a thing????!!!",True,True,False,the tweeter exclude Zionist in the other tweets,4,False,2,True,False,10
1048,"A jew hating antisemite tweets:\n“You’re a ZioNazi, facist, IsraHell apartheid loving, occupying child murdering ZioTurd”\n✡️\nA Jew replies:\n“You ignorant fool”\n🇮🇱\nTwitter\n▪️suspends the Jew for abusive language\n▪️reviewed the antisemite’s tweet &amp; found that there was no violation",True,True,False,unclear,4,False,2,True,False,13
1049,"But just note carefully how many corrupted, US/Israeli bribed &amp; blackmailed states voted with the ZioNazis..(Stumbling block for peace’: #UNGA calls on Israel to withdraw from Syria’s #Golan) https://t.co/jlSwyeYyWc #CapeTown #SouthAfrica",True,True,False,No comments.,5,False,1,True,False,11
1050,"🔴📽️Israel continúa cometiendo crímenes contra los palestino y la humanidad.\nLa policía israelí zionazi asesinó brutalmente a una mujer #palestina.\n\n🔴 No es un conflicto, es un GENOCIDIO.Todo el mundo debe saber que Israel no representa a los judíos. RT🔃\nhttps://t.co/vo2mgUR6jO",True,False,False,No comments,5,False,1,True,False,3
1051,Zionazi terorist bastard https://t.co/CCZOomGg8a,True,True,False,making pretence of being sad,5,False,1,True,False,10
1052,"Israel quit their status as a Democracy, instead declared an IDF Nation State 2 pursue Zionazism Genocide, Land Invasions &amp; Targeting Children so 2 kill off Palestinian Future_You don't represent USA_You're the Continuance of Slaughtering @HASCDemocrats @HASCRepublicans cc: @NATO",True,True,False,No comments.,5,False,1,True,True,10
1053,"A jew hating antisemite tweets:\n“You’re a ZioNazi, facist, IsraHell apartheid loving, occupying child murdering ZioTurd”\n✡️\nA Jew replies:\n“You ignorant fool”\n🇮🇱\nTwitter\n▪️suspends the Jew for abusive language\n▪️reviewed the antisemite’s tweet &amp; found that there was no violation",True,True,False,unclear the other tweets,4,False,2,False,False,13
1054,@jvplive Hell to all those Zionazis,True,True,False,No comments.,5,False,1,True,False,10
1055,"Workshopping list of things to call Kamala Harris:

Cop
Jailer
Snitch
Narc
Flerp
Halliburton zionazi
Woman

Feedback appreciated",True,True,False,No comments.,5,False,1,True,False,10
1056,"Here's the thing, I provided evidence to Sharmine and then she liked tweets calling me a 'ZioNazi.' \n\nI don't think she was ever going to believe me, no matter what my views are or how much evidence I provide. https://t.co/yRvG7jBO4w",True,True,False,No comments.,1,False,3,False,False,13
1057,@swilkinsonbc How about expel all zionazis of Palestine!,True,True,False,No comments.,5,False,1,True,False,10
1058,"Oh look it's  louise ""It's fine if my mates call a jewish woman a zionazi"" raw on the subject of antisemitism",True,True,False,No comments.,1,False,4,False,False,13
1059,\I had my face photoshopped into a gas chamber.\ \n\n\My favourite insult was Zionazi Netanyahu wh**re c***t shill.\\n\nJewish women get the most shocking abuse when speaking up against antisemitism.\n\nThis must stop. #EnoughIsEnough https://t.co/dyavss2SLo,True,True,False,No comments.,1,False,3,False,False,13
1060,At this point you've been continuously defending an antisemite who called ruth smeeth a zionazi so yeah. You're an antisemite sue me. https://t.co/q8ncn7uwBX,True,True,False,No comments.,1,False,4,False,False,13
1061,#Facebook is just another ZioNazi run propaganda tool of the #Orwellian US empire Deep State..(Outspoken Ecuadorian ex-president Rafael #Correa’s Facebook page blocked)  https://t.co/JHSTmbk14t #CapeTown #SouthAfrica,True,True,False,No comments.,5,False,2,True,False,10
1062,"Well of course it is, the headchoppers are the ZioNazi #USA's favourite Arab allies..(Saudi Arabia's jailing &amp; torture of businessmen ‘creative and efficient’ – Morgan Stanley boss) News https://t.co/JAwI8a3Xc1 #CapeTown #SouthAfrica",True,True,False,No comments.,5,False,2,True,False,10
1063,@Herbert53619861 c'est le boss du Likoud et Tsahal de France député à la solde des criminels de guerre zionazis qui assassines femmes et enfants bébés civils,True,False,False,No comments.,5,False,1,True,False,10
1064,\I had my face photoshopped into a gas chamber.\ \n\n\My favourite insult was Zionazi Netanyahu wh**re c***t shill.\\n\nJewish women get the most shocking abuse when speaking up against antisemitism.\n\nThis must stop. #EnoughIsEnough https://t.co/dyavss2SLo,True,True,False,No comments.,1,False,3,False,True,13
1065,Bravo to you for seeing the INHUMANITY THAT PALESTINIANS SUFFER ON A DAY TO DAY BASIS BY THE ZIONAZIS,True,True,False,No comments.,5,False,1,True,False,10
1066,"Workshopping list of things to call Kamala Harris:

Cop
Jailer
Snitch
Narc
Flerp
Halliburton zionazi
Woman

Feedback appreciated",True,True,False,No comments.,5,False,1,True,False,10
1067,"@DNC ZioNazism Policy Supporter HRC: \If I'm President, We Will Attack Iran..We Would be Able 2Totally Obliterate Them.\ @housedemocrats @housejudiciary @senatedems @senateforeign @houseforeign @hascdemocrats @hascrepublicans @msnbc @foxnews @cbs @abc @CNN https://t.co/GQXpMcf9w2",True,True,False,No comments.,5,False,1,True,False,10
1068,"Add netanyahu, trump dances for that zionazi like a monkey 🐵",True,True,False,No comments.,5,False,1,True,False,10
1069,"@WGazapal 😪😡 The zionazis will pay for the atrocities committed, the horrendous crimes against defenceless people of Palestine.",True,True,False,No comments.,5,False,1,True,False,10
1070,"🔴📽️Israel continúa cometiendo crímenes contra los palestino y la humanidad.\nLa policía israelí zionazi asesinó brutalmente a una mujer #palestina.\n\n🔴 No es un conflicto, es un GENOCIDIO.Todo el mundo debe saber que Israel no representa a los judíos. RT🔃\nhttps://t.co/3jFBSeoCCn",True,False,False,No comments.,5,False,1,True,False,10
1071,@mojos55 @MidWalesMike Rachel Riley - a toxic zionazi,True,True,False,No comments.,5,False,1,True,False,10
1072,@StateDept @facebook @instagram @Twitter Shut up 🤐 little Zionazi.,True,True,False,No comments.,5,False,1,True,False,10
1073,"@DNC ZioNazism Policy Supporter HRC: \If I'm President, We Will Attack Iran..We Would be Able 2Totally Obliterate Them.\ @housedemocrats @housejudiciary @senatedems @senateforeign @houseforeign @hascdemocrats @hascrepublicans @msnbc @foxnews @cbs @abc @CNN https://t.co/GQXpMcf9w2",True,True,False,No comments.,5,False,1,True,False,10
1074,@_whitneywebb @drbairdonline These are Zionazis.,True,True,False,No comments.,5,False,1,True,False,10
1075,@DaysofPalestine Troglodites zionazis!,True,False,False,No comments.,5,False,1,True,False,10
1076,@178kakapo Zionazis #IsraeliCrimes #BDS,True,True,False,No comments.,5,False,1,True,False,10
1077,@MadBastard_v2 Its usually when i found out thier zionazi,True,True,False,No comments.,5,False,1,True,False,10
1078,"Surprise surprise, another right-winger neonazi is ardent zionazi supporter. No wonder, they have a lot in common. #zionismisracism",True,True,False,No comments.,5,False,1,True,False,10
1079,"ZioNazi settlers pogroms, church set on fire",True,True,False,No comments.,5,False,1,True,False,10
1080,"Nothing new.  The zionazis are always dishing themselves out mega awards .  Kissinger got a nobel and so did Obama.  It makes them feel like they will never die because their award, street or subdivision keeps their name alive. https://t.co/BjvM7bn7Gi",True,True,False,No comments.,5,False,2,True,False,0
1081,"A man in Canada threatened to massacre Jews he called 'zionazis' - a term widely used in the extreme left, while woke activists in Vancouver um and ah about the IHRA definition. @bnaibrithcanada reported a 126.7% increase in antisemitic incidents. 6/10\n https://t.co/0NgxlEmExR",True,True,False,No comments.,1,False,4,False,False,13
1082,"🔴📽️Israel continúa cometiendo crímenes contra los palestino y la humanidad.\nLa policía israelí zionazi asesinó brutalmente a una mujer #palestina.\n\n🔴 No es un conflicto, es un GENOCIDIO.Todo el mundo debe saber que Israel no representa a los judíos. RT🔃\nhttps://t.co/3jFBSeoCCn",True,False,False,No comments.,5,False,1,True,True,13
1083,Netanyahu order IDF to shoot Children @i24NEWS_EN \nIsrael's Future does not lie with a Hitler's Bastardized Zionazism Sociopath @Knesset_NUMUNX @IsraelinUSA @IsraelMFA @TimesofIsrael @IsraelinNewYork @IsraelinUN @IsraelinCanada @IsraelinGeneva @housedemocrats @houseforeign @cnni,True,True,False,No comments.,5,False,1,True,False,10
1084,"@palinfoen Israel settlers are psicopath zionazis murderes, the scum of many other countries. 😡",True,True,False,No comments.,5,False,1,True,False,10
1085,@cazram1 @SpeakerPelosi All the Dirty filthy words in the dictionary defines zionazist.,True,True,False,No comments.,5,False,1,True,False,10
1086,"@MoonRos Worse than dogs, zionazis!",True,True,False,No comments.,5,False,1,True,False,10
1087,"🔴📽️Israel continúa cometiendo crímenes contra los palestino y la humanidad.\nLa policía israelí zionazi asesinó brutalmente a una mujer #palestina.\n\n🔴 No es un conflicto, es un GENOCIDIO.Todo el mundo debe saber que Israel no representa a los judíos. RT🔃\nhttps://t.co/vo2mgUR6jO",True,False,False,No comments.,5,False,1,True,False,10
1088,"As is being called \Zionazi\ and similar in the name of your dear leader Angie. Where is your outrage about that, or are you going to say it's all a smear again?\n\n#LabourAntisemitism https://t.co/cLzwgra4tp",True,True,False,No comments.,5,False,2,True,False,10
1089,@ginny_jenny @YEGlifer Israel is a Zionazi terror state. The evil will fall.,True,True,False,No comments.,5,False,1,True,False,10
1090,"Glenys Wright describes Israelis as 'ZioNazis', reckons the Israeli government were behind ISIL and believes that Jews working in the Twin Towers were given advance warning of the 9/11 attacks. /8 https://t.co/0IAPwwe71O",True,True,False,No comments.,1,False,3,False,False,13
1091,Trump and his White Supremacist Zionazi Christians and Jews are losing the Race War against Non-Whites. 🤣🙏🤣,True,True,False,No comments.,5,False,1,True,False,0
1092,"#NYTmes &amp; #FoxNews don't report on Neo-Nazi, Hitler-worshipping Israeli rabbis. They suppress news about ZioNazis to protect true nature of counterfeit “Israel” from exposure. \nHitler was trained in occult Kabbalah. Talmud and Kabbalah are progenitors of the West's racist dogma. https://t.co/WVzuDotcKM",True,True,False,No comments.,5,False,1,True,False,10
1093,@GerardBattenMEP @TimBassett2 @UKIP You are trash You racist Zionazi!!,True,True,False,No comments.,5,False,1,True,False,10
1094,"@End_TheFederalR @Rolouzis The ‘logic’ of Zionazism, derived from both its Talmudic Judaic and  fascistic roots, is eternal aggression and religiously sanctified  genocide. they claim great swathes of Syria, inc  Damascus, on the basis of narcissistic religious mythology and an innate  belief superiority",True,True,False,No comments.,5,False,1,True,False,10
1095,@cathywilcox1 @BloggerMe3 Neo-nazi and Zionazi.,True,True,False,No comments.,5,False,1,True,False,10
1096,You can't make this shite up. Lying madman says I rocked up to him in local park shouting zionazi and Rothschild. He then said he was Jewish and I swore at him? Then he found me on Twitter? This is beyond sick. Who are these people? https://t.co/DfKALk6Naq,True,True,False,No comments.,1,False,3,False,False,13
1097,"@Snatchone7 @Mendelpol @GenuineRebel @LouiseRawAuthor Would you say somone who calls Ruth smeeth a ""zionazi"" is antisemitic?",True,True,False,No comments.,2,False,3,False,False,13
1098,@Maq_one Zionazi ragpickers recognize only their dhokla dalals .,True,True,False,No comments.,5,False,2,True,False,10
1099,@Mondoweiss @bariweiss Double standard? 😂what world is that Zionazi living in?? Israel gets away w/murder. Quite literally unfortunately. They commit horrific human rights abuses on a daily basis &amp; have a 52 yr illegal military occupation with no consequences. The anti-Semitism card is playyyyed  out,True,True,False,No comments.,5,False,1,True,False,10
1100,"🔴📽️Israel continúa cometiendo crímenes contra los palestino y la humanidad.\nLa policía israelí zionazi asesinó brutalmente a una mujer #palestina.\n\n🔴 No es un conflicto, es un GENOCIDIO.Todo el mundo debe saber que Israel no representa a los judíos. RT🔃\nhttps://t.co/3jFBSeoCCn",True,False,False,No comments.,5,False,1,True,False,10
1101,@Snowblind_EK @jnj_kahl Zionazi works for me.,True,True,False,No comments.,2,False,3,False,False,13
1102,Of course they’re not America’s closest ally- It’s all p/o the ZioNazi propaganda-Stop giving Zios US bloody Benjamin’s &amp; watch what happens! Need to clean the swampiest of swamps in Congress &amp; WH- Need ppl w/integrity &amp; morals who will tell foreign racist Zio regime where to go! https://t.co/AdHzH5MSu7,True,True,False,No comments.,5,False,1,True,False,10
1103,"@sdsanddunes Barbarians, KKK, NAZI, ISIS, Wirathu, JVP, Zionazis had/have such constituents. 
Open and closeted.",True,True,False,No comments.,5,False,2,True,False,10
1104,@Rachael_Swindon The most cowards on earth are those Zionazis pigs,True,True,False,No comments.,5,False,1,True,False,10
1105,"🔴📽️Israel continúa cometiendo crímenes contra los palestino y la humanidad.\nLa policía israelí zionazi asesinó brutalmente a una mujer #palestina.\n\n🔴 No es un conflicto, es un GENOCIDIO.Todo el mundo debe saber que Israel no representa a los judíos. RT🔃\nhttps://t.co/vo2mgUR6jO",True,False,False,No comments.,5,False,1,True,False,10
1106,ICC 50 + years late ......  but it seems it finally got the guts to charge zionazi Israel...... but let's wait and see what comes of these charges ..... as Palestinians have been waiting for over half century,True,True,False,No comments.,5,False,2,True,False,10
1107,"@codepink Since Zionazi #terrorUSt$ ideologues of #USrael have yet to get the U.S. beyond economic war sanctions on Iran and on to terrorUSt$' full-scale warfare on Iran, the tactic now has to be getting Zionazi proxy Saudi Arabia to war on Iran.",True,True,False,No comments.,5,False,1,True,False,10
1108,@thorharris666 Perhaps he is a Zionazi....,True,True,False,No comments.,5,False,2,True,False,10
1109,This is like the ZioNazism look like https://t.co/eOH2YsLZnT,True,True,False,No comments.,5,False,2,True,False,10
1110,"@RudyGiuliani Hey, Rudy, you still covering up 9/11 for your ZioNazi buddies? Still framing the innocent for your crimes?  Terrorist, terrorist, terrorist -why, that's you!",True,True,False,No comments.,5,False,1,True,False,10
1111,"Für die ZioNazis ist es ein weiterer Tag im Sportkillen. Sie sehen es als Haushalt, Schädlingsbekämpfung. Als die Welt die Juden verfolgte, waren es diese armen Palästinenser, die sie nahmen und ihnen Schutz gaben. Heute bezahlen sie das mit ihrem Land, ihrer Würde u ihrem Leben.",True,False,False,No comments.,5,False,1,True,False,10
1112,"🔴📽️Israel continúa cometiendo crímenes contra los palestino y la humanidad.\nLa policía israelí zionazi asesinó brutalmente a una mujer #palestina.\n\n🔴 No es un conflicto, es un GENOCIDIO.Todo el mundo debe saber que Israel no representa a los judíos. RT🔃\nhttps://t.co/vo2mgUR6jO",True,True,False,No comments.,5,False,1,True,False,10
1113,I have to laugh at Zionazis in Israel and elsewhere claiming they are Jewish and only wearing a Kippah on special occasions of their choice not God's and attending protests and gatherings on the day of Shabbat... https://t.co/c6pOetw3QM,True,True,False,No comments.,5,False,2,True,False,10
1114,"🔴📽️Israel continúa cometiendo crímenes contra los palestino y la humanidad.\nLa policía israelí zionazi asesinó brutalmente a una mujer #palestina.\n\n🔴 No es un conflicto, es un GENOCIDIO.Todo el mundo debe saber que Israel no representa a los judíos. RT🔃\nhttps://t.co/vo2mgUR6jO",True,False,False,No comments.,5,False,1,True,False,10
1115,@sarahkendzior Stephen Miller is a ZioNazi who does the bidding of Tel Aviv.,True,True,False,No comments.,5,False,1,True,False,10
1116,Of course it's possible but it won't happen because most of the #UN is in the clutches of the ZioNazi US empire which bribes and blackmails its members to do nothing against the Zionist Nazis..#CapeTown #SouthAfrica https://t.co/PJ1GBuVgA3,True,True,False,No comments.,5,False,1,True,False,10
1117,Zionazi terorist bastard https://t.co/CCZOomGg8a,True,True,False,No comments.,5,False,1,True,False,10
1118,"@BrandiA41636738 @stoorald @georgegalloway Zionazists and their lord, the Rothschilds in Britain will never allow that to happen.",True,True,False,No comments.,5,False,2,True,False,10
1119,@actorPrincipal @McMomir Israel = Zionazi,True,True,False,No comments.,5,False,1,True,False,10
1120,@DailyMail Too funny ..another STAGED zioNazi attack 😂😂😂😂,True,True,False,No comments.,5,False,1,True,False,10
1121,@winstonCovfefe @ac_cibock More FAKE NEWS by the Zionazis and their amen corner,True,True,False,No comments.,5,False,1,True,False,10
1122,"Truth hurts, especially for zionazis who don't want their warcrimes exposed\nWatch them assault a Palestinian journalist in Turmusa'ya village, covering Palestinians who are protecting their homes from Zionist invasion\n#قروب_فلسطيني \n#GroupPalestine\nhttps://t.co/gGvL2ydNmV",True,True,False,No comments.,5,False,1,True,False,10
1123,"Freedom or socialism? It’s a false dichotomy, Mr .@VP Mike Pence who is merely spewing the Zionazi Youth Jared Kushners provided talking point without any common sense on what they actually mean or defined as. https://t.co/3JJU4J85TU",True,True,False,No comments.,5,False,2,True,False,10
1124,"Counter-protesters meet and confront the Trump Racist, Neo-Nazi, ZioNazi White Supremist Ultra Right-wing Nationalist radical supporters at DC rally https://t.co/5ajrOj9Fyy #LockTrumpsUp #NoTrump #ImpeachTrump #TaxFraud #BankFraud #TrumpCrimeFamily #MoneyLaundering #RICO the Don",True,True,False,No comments.,5,False,1,True,False,10
